Acquisitions: Table 1

Acquisition_ID,Acquisition_TitleDescription,Acquisition_SellerNameID [NameAuthority::OfficialCombined],[NameAuthority::OfficialCombined] Seller Reference,Acquisition_Date,Acquisition_YearDateFilter,Acquisition_BeginDateFilter,Acquisition_EndDateFilter,Acquisition_Location,Acquisition_LocationFilter,Acquisition ObjectCount,Acquisition_PriceUSD,Acquisition_FinalPayDate,Acquisition_Source,Acquisition_Note,Acquisition_InternalNote,Acquisition_DocumentFilename,Acquisition_RelatedAcqObjJoinID,,,,,
ACQ114,"Contini Bonacossi, Alessandro, October 3, 1928 ",NAM0267,Contini Bonacossi,10/03/1928,1928,1925,1929,"Rome, Italy","Rome, Italy",1,"$40,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Also on this invoice: two gilded wood stands, Florentine School 1500, to hold SF-5 and SF-5A at $4,500.00 for the pair and a Majolica Tondo for $6,500 that was returned before it received a number.  These three items are included in the total group price. there are two versions of this document. one original on a letterhead from the Hotel  Meurice Paris, handwritten, and  a copy typewritten. the copy is from Rome. Invoiced to SHK not the foundation. the seller name is only Contini at this date.",52C1_132862_19281003.pdf,PJN02164,,,,,
ACQ115,"Contini Bonacossi, Alessandro, May 13, 1929 ",NAM0267,Contini Bonacossi,05/13/1929,1929,1925,1929,"Rome, Italy","Rome, Italy",12,"$300,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is only Contini at this date. there are two versions of this BOS. one presents handwritten annotations and individual prices for each objects. ,52C1_132862_19290513.pdf,PJN00238;PJN00258;PJN00400;PJN00401;PJN00405;PJN00439;PJN00440;PJN00441;PJN00442;PJN01646;PJN01654;PJN02136,,,,,
ACQ116,"Contini Bonacossi, Alessandro, May 15, 1929 ",NAM0267,Contini Bonacossi,05/15/1929,1929,1925,1929,"103 via Nomentana, Villa Victoria, Rome, Italy","New York, New York",29,"$300,000.00",06/10/1929,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Invoiced to SHK not the foundation. the seller name is only Contini at this date. tehre are two versions. One presents handwritten notes about prices returns, and credits.both have handwritten catalogue numbers.",52C1_132862_19290515.pdf,PJN00069;PJN00402;PJN00406;PJN00407;PJN00409;PJN00410;PJN00411;PJN00412;PJN00413;PJN00414;PJN00415;PJN00433;PJN00443;PJN00444;PJN00445;PJN01649;PJN01650;PJN01651;PJN01652;PJN01653;PJN02143;PJN02144;PJN02145;PJN02146;PJN02147;PJN02148;PJN02149;PJN02395;PJN02488;,,,,,
ACQ117,"Contini Bonacossi, Alessandro, October 4, 1929 ",NAM0267,Contini Bonacossi,10/04/1929,1929,1925,1929,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",5,"$300,000.00",10/04/1929,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Purchase also included a piece of red gothic velvet for which no price was listed.    An allowance of $20,000 from 7/16/30 was deducted from the $300,000 total.Invoiced to SHK not the foundation. the seller name is only Contini at this date. two versions with handwritten notes realated to retunrs, credits, notes on restorations, and terms of agreement.Handwritten note from Contini guaranteeing his attributions and statements about restoration and vowing to take back any works proved otherwise.",52C1_132862_19291004.pdf,PJN00040;PJN00404;PJN00408;PJN01647;PJN02133,,,,,
ACQ118,"Contini Bonacossi, Alessandro, July 15, 1930 ",NAM0267,Contini Bonacossi,07/15/1930,1930,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",17,"$229,000.00",07/17/1930,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is only Contini at this date. Two versions of this invoice,52C1_132862_19300715.pdf,PJN00031;PJN00112;PJN00136;PJN00139;PJN00422;PJN00423;PJN00424;PJN00426;PJN00427;PJN02134;PJN02150;PJN02151;PJN02152;PJN02153;PJN02154;PJN02156;PJN02158;,,,,,
ACQ119,"Contini Bonacossi, Alessandro, July 16, 1930 ",NAM0267,Contini Bonacossi,07/16/1930,1930,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",23,"$197,000.00",07/17/1930,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Original total price was $205,000.  Price reductions on items later transferred to object 87.Invoiced to SHK not the foundation. the seller name is only Contini at this date. There are three versions of this documents. One, with no handwritten annotations, reports a different price (total USD 235,000) paid in 4 installements. the other two versions have different handwritten annotations.The price info in the final pay date matches the two annotated copies.  No indication on this invoice regarding the transfer of price reduction on items later transferred to object 87 as stated in the purchase note. ",52C1_132862_19300716.pdf,PJN00151;PJN00152;PJN00153;PJN00154;PJN00155;PJN00156;PJN00157;PJN00161;PJN00162;PJN00165;PJN00416;PJN00419;PJN00420;PJN00421;PJN00429;PJN00430;PJN00431;PJN00432;PJN02160;PJN02421;PJN02497;PJN02498;PJN02499;,,,,,
ACQ120,"Contini Bonacossi, Alessandro, September 30, 1930 ",NAM0267,Contini Bonacossi,09/30/1930,1930,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",22,"$165,000.00",11/01/1930,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Conditions regarding this bill are the same as stated in letter of July 16, 1930Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. there are two versions of this invoice, presenting different handwritten annotations. The final pay date does  not match the one reported here. On invoice Contini Bonacossi dates 9/30/1930.",52C1_132862_19300930.pdf,PJN00174;PJN00175;PJN00176;PJN00178;PJN00179;PJN00180;PJN00181;PJN00182;PJN00183;PJN00184;PJN00188;PJN01175;PJN01176;PJN01177;PJN01664;PJN02165;PJN02167;PJN02169;PJN02170;PJN02171;PJN02489;PJN02490;,,,,,
ACQ121,"Contini Bonacossi, Alessandro, July 15, 1931 ",NAM0267,Contini Bonacossi,07/15/1931,1931,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",13,"$206,500.00",07/15/1931,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is Contini Bonacossi from this date on. three versions. one reportes handwritten annotations regarding the provenance information prior to Contini Bonacossi and stating specifically  from whom the count bought each painting.,52C1_132862_19310715.pdf,PJN00095;PJN00120;PJN00123;PJN00199;PJN00200;PJN00201;PJN00202;PJN00205;PJN00206;PJN02183;PJN02184;PJN02185;PJN02186;,,,,,
ACQ122,"Contini Bonacossi, Alessandro, July 17, 1931 ",NAM0267,Contini Bonacossi,07/17/1931,1931,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",9,"$100,000.00",07/17/1931,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. two versions of this invoice. Provenance information is annotated by hand.,52C1_132862_19310717.pdf,PJN00002;PJN00119;PJN00207;PJN00208;PJN00209;PJN00210;PJN00212;PJN00213;PJN02190,,,,,
ACQ123,"Contini Bonacossi, Alessandro, September 13, 1931 ",NAM0267,Contini Bonacossi,09/13/1931,1931,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",33,"$198,500.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Total group price includes credits to Kress. indication regarding payments instructions also includedInvoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. three versions of this invoice. on one, no annotations are present and the total price is USD241,000. No indications for credits or payments instructions are reported. I assume tis is the original one presented for the first time by CB to Kress.",52C1_132862_19310913.pdf,PJN00065;PJN00089;PJN00146;PJN00214;PJN00215;PJN00222;PJN00223;PJN00233;PJN00234;PJN00235;PJN00236;PJN00237;PJN00248;PJN00254;PJN00259;PJN01655;PJN01656;PJN01657;PJN02004;PJN02157;PJN02161;PJN02162;PJN02163;PJN02172;PJN02177;PJN02178;PJN02179;PJN02182;PJN02193;PJN02194;PJN02195;PJN02196;PJN02204;,,,,,
ACQ124,"Contini Bonacossi, Alessandro, March 4, 1932 [1]",NAM0267,Contini Bonacossi,03/04/1932,1932,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",17,"$243,500.00",03/04/1932,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"When credits for returns, reductions, notes, expenses etc. worth $240,340 were deducted from the total group price, Kress only owed Contini $3,160.Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. provenance info reported.two versions of tis invoice",52C1_132862_19320304_01.pdf,PJN00133;PJN00137;PJN00282;PJN00284;PJN00289;PJN00298;PJN00306;PJN00327;PJN00328;PJN00332;PJN00434;PJN00435;PJN01659;PJN01660;PJN01661;PJN01662;PJN01663,,,,,
ACQ125,"Contini Bonacossi, Alessandro, March 4, 1932 [2]",NAM0267,Contini Bonacossi,03/04/1932,1932,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",23,"$209,500.00",09/15/1932,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. there are three versions of this invoice. Bonacossi from this date on. there are three versions of this invoice. the total group price is USD 383,975 not as stated in the pay notes filed belowThis purchase combined with single object purchase of the same date for $175,000.  Combined total of $384,500 paid in four installments.",52C1_132862_19320304_02.pdf,PJN00023;PJN00064;PJN00097;PJN00158;PJN00159;PJN00160;PJN00335;PJN00336;PJN00337;PJN00359;PJN00366;PJN00380;PJN00387;PJN00389;PJN00390;PJN00391;PJN00392;PJN00397;PJN00447;PJN01658;PJN02207;PJN02208;PJN02209,,,,,
ACQ127,"Contini Bonacossi, Alessandro, July 29, 1932 ",NAM0267,Contini Bonacossi,07/29/1932,1932,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",17,"$261,200.00",07/29/1932,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"quote from invoice:' N.B.if the condition of the paintings and the attributions as guaranteed above are not confirmed in NY, cash will be refunded. All above attributions are guaranteed. Free of export duty, payments made in the following manner.  Credit: $23,000Allowance on Correggio $5,000. At Chianciano received three checks for the amounts of $10,025$13,975$21,000$45,000;. At Florence received five checks for the following amounts: $45,000$45,000$25,000$25,000$48,200.Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. there are three versions of this invoice. provenance info provided. as well as payments details, frames and conditions.paid in eight installments after credits and allowances.",52C1_132862_19320729.pdf,PJN00448;PJN00449;PJN00451;PJN00452;PJN00453;PJN00454;PJN00455;PJN00456;PJN00458;PJN00460;PJN00461;PJN00462;PJN00463;PJN02206;PJN02218;PJN02219;PJN02220;,,,,,
ACQ129,"Contini Bonacossi, Alessandro, November 1, 1932 [1]",NAM0267,Contini Bonacossi,11/01/1932,1932,1930,1934,"104 via Nomentana, Villa Victoria, Rome, Italy","Rome, Italy",1,"$60,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Quote: 'Received a loan on above painting of $60,000 as per my letter. Florence July 13 1934 settled for the last named amount'.Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. There are four versions. the document is a memorandum. Provenance info is provided. the price listed is $90,000. but settled on 13 July 1934 for $60,000. see note",52C1_132862_19321101_01.pdf,PJN00464,,,,,
ACQ131,"Contini Bonacossi, Alessandro, June 23, 1933 [1]",NAM0267,Contini Bonacossi,06/23/1933,1933,1930,1934,"New York, NY","New York, New York",10,"$279,600.00",06/24/1933,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. provenance info provided. Paid in four installments,52C1_132862_19330623_01.pdf,PJN00468;PJN00469;PJN00470;PJN00471;PJN00472;PJN00473;PJN00474;PJN00475;PJN00476;PJN00477,,,,,
ACQ132,"Contini Bonacossi, Alessandro, June 30, 1933",NAM0267,Contini Bonacossi,06/30/1933,1933,1930,1934,"New York, NY","New York, New York",11,"-$45,890.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"$3890 credit for bill of June 22, 1933 included in total. Total group price includes $52,000 of purchases and $97,890 of credits and returns.i am not sure i understand this record. there are three versions of a bill of sale dated 30 June 1933. all three report the sale of three works. K274 k275 k276. On one version, CB accepted the price of $15,000 on 13 July 1934 based on a previous loan  of $15,000. there is then an additional undated sheet with returns and allowances listed. it seems in this record this sheet and the three versions are combined. to check as there are no invoices dated 30 June 1933 with all this info on for this price.",52C1_132862_19330630.pdf,PJN00486;PJN00487;PJN00488;PJN02232;PJN02233;PJN02234;PJN02235;PJN02236;PJN02237;PJN02238;PJN02420,,,,,
ACQ133,"Contini Bonacossi, Alessandro, June 28, 1933 ",NAM0267,Contini Bonacossi,06/28/1933,1933,1930,1934,"New York, NY","New York, New York",10,"$108,500.00",06/28/1933,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. detailed  provenance info provided. two versions,52C1_132862_19330628.pdf,PJN00489;PJN00490;PJN00491;PJN00492;PJN00493;PJN00494;PJN00495;PJN00496;PJN00497;PJN00498,,,,,
ACQ134,"Contini Bonacossi, Alessandro, December 27, 1933 [1]",NAM0267,Contini Bonacossi,12/27/1933,1933,1930,1934,"Rome, Italy","Rome, Italy",5,,12/27/1933,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Back of bill of sale contains a handwritten list of Italian art experts: Robt. Longhi, [illegible], A. Venturi [?], G. Fiocco, W. Suida, Perkins.Currency is Lire. Bill of sale on approval. Purchase confirmed on 12/27/1934.Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. double check the invoice 12/27/1934.",52C1_132862_19331227_01.pdf,PJN00500;PJN00501;PJN00502;PJN00503;PJN00504,,,,,
ACQ135,"Contini Bonacossi, Alessandro, December 27, 1933 [2]",NAM0267,Contini Bonacossi,12/27/1933,1933,1930,1934,"Florence, Italy","Florence, Italy",1,"$100,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. two versions. again on one version there are pencil annotations reagrding some drawings (dk279-DK282) listed as Owen. again the catalogue numbers are in sequence.,52C1_132862_19331227_02.pdf,PJN00505,,,,,
ACQ136,"Contini Bonacossi, Alessandro, July 13, 1934 [1]",NAM0267,Contini Bonacossi,07/13/1934,1934,1930,1934,"1 Pratello Orsini, Florence, Italy","Florence, Italy",6,"$170,000.00",07/13/1934,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi.,52C1_132862_19340713_01.pdf,PJN00507;PJN00508;PJN00509;PJN00510;PJN00511;PJN00512,,,,,
ACQ137,"Contini Bonacossi, Alessandro, February 12, 1934 ",NAM0267,Contini Bonacossi,02/12/1934,1934,1930,1934,"Florence, Italy","Florence, Italy",12,,02/12/1934,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Price in Lire at 19.5 conversion rate.  Purchase amounted to $65,600.Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. two versions.",52C1_132862_19340212.pdf,PJN00506;PJN02239;PJN02240;PJN02242;PJN02243;PJN02244;PJN02245;PJN02246;PJN02247;PJN02248;PJN02249;PJN02250,,,,,
ACQ138,"Contini Bonacossi, Alessandro, July 13, 1934 [2]",NAM0267,Contini Bonacossi,07/13/1934,1934,1930,1934,"Florence, Italy","Florence, Italy",5,"$34,613.77",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Total group price includes additional credits for cable charges ($2.35) and an insurance premium ($250.00).Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. there are two versions. ,52C1_132862_19340713_02.pdf,PJN00513;PJN00514;PJN02252;PJN02254;PJN02396,,,,,
ACQ139,"Contini Bonacossi, Alessandro, October 4, 1934 [1]",NAM0267,Contini Bonacossi,10/04/1934,1934,1930,1934,"1 Pratello Orsini, Florence, Italy","Florence, Italy",3,"$130,000.00",10/04/1934,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on,52C1_132862_19341004_01.pdf,PJN00518;PJN00519;PJN00520,,,,,
ACQ140,"Contini Bonacossi, Alessandro, October 20, 1934 ",NAM0267,Contini Bonacossi,10/20/1934,1934,1930,1934,"Florence, Italy","Florence, Italy",6,"$55,000.00",10/20/1934,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on,52C1_132862_19341020.pdf,PJN00521;PJN00522;PJN00523;PJN00524;PJN02270;PJN02271,,,,,
ACQ141,"Contini Bonacossi, Alessandro, December 27, 1934 ",NAM0267,Contini Bonacossi,12/27/1934,1934,1930,1934,"1 Pratello Orsini, Florence, Italy","Florence, Italy",8,"$35,000.00",12/27/1934,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi from this date on. two versions,52C1_132862_19341227.pdf,PJN00525;PJN00526;PJN00527;PJN00528;PJN00529;PJN02272;PJN02273;PJN02274,,,,,
ACQ142,"Contini Bonacossi, Alessandro, June 12, 1935 ",NAM0267,Contini Bonacossi,06/12/1935,1935,1935,1939,"New York, NY","New York, New York",24,"$309,000.00",06/12/1935,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"payment received , Pratello Orsini, Florence ItayInvoiced to SHK not the foundation. the seller name is now Contini Bonacossi. Two versions. One reports annotated prices and notes regarding payments",52C1_132862_19350612.pdf,PJN00530;PJN00531;PJN00532;PJN00533;PJN00534;PJN00535;PJN00536;PJN00537;PJN00538;PJN00539;PJN00540;PJN00541;PJN00542;PJN00543;PJN00544;PJN00545;PJN00546;PJN00547;PJN00548;PJN00549;PJN00550;PJN00551;PJN00552;PJN01667;,,,,,
ACQ143,"Contini Bonacossi, Alessandro, June 26, 1935 ",NAM0267,Contini Bonacossi,06/26/1935,1935,1935,1939,"Florence, Italy","Florence, Italy",100,"$200,000.00",06/26/1935,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi. Two versions, one with prices annotated in pencilPaid in 3 installments.",52C1_132862_19350626.pdf,PJN00553;PJN00554;PJN00555;PJN00556;PJN00557;PJN00558;PJN00559;PJN00560;PJN00561;PJN00562;PJN00563;PJN00564;PJN00565;PJN00566;PJN00567;PJN00568;PJN00569;PJN00570;PJN00571;PJN00572;PJN00574;PJN02276;PJN02278;PJN02279;PJN02280;PJN02281;PJN02282;PJN02283;PJN02284;PJN02285;PJN02286;PJN02287;PJN02288;PJN02289;PJN02290;PJN02291;PJN02292;PJN02293;PJN02294;PJN02295;PJN02296;PJN02297;PJN02298;PJN02299;PJN02300;PJN02301;PJN02302;PJN02303;PJN02304;PJN02305;PJN02306;PJN02307;PJN02308;PJN02309;PJN02310;PJN02311;PJN02312;PJN02313;PJN02314;PJN02315;PJN02316;PJN02317;PJN02318;PJN02319;PJN02320;PJN02321;PJN02322;PJN02323;PJN02324;PJN02325;PJN02326;PJN02327;PJN02328;PJN02329;PJN02330;PJN02331;PJN02332;PJN02333;PJN02334;PJN02335;PJN02336;PJN02337;PJN02338;PJN02339;PJN02340;PJN02341;PJN02342;PJN02343;PJN02344;PJN02345;PJN02346;PJN02347;PJN02348;PJN02349;PJN02350;PJN02351;PJN02352;PJN02353;PJN02354;PJN02355;,,,,,
ACQ144,"Contini Bonacossi, Alessandro, July 10, 1935 [1]",NAM0267,Contini Bonacossi,07/10/1935,1935,1935,1939,"Paris, France","Paris, France",4,"$19,000.00",07/10/1935,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi. two versions, one with prices annotated in pencil.two installments. ",52C1_132862_19350710_01.pdf,PJN00575;PJN00576;PJN00577;PJN02364,,,,,
ACQ145,"Contini Bonacossi, Alessandro, July 10, 1935 [2]",NAM0267,Contini Bonacossi,07/10/1935,1935,1935,1939,"Florence, Italy","Florence, Italy",28,"$176,000.00",07/11/1935,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi. Two versions. one presents several annotations in pencil regarding prices, attributions, provenance, exhibition and conditions.6 installments: 4 checks in USD ($50,000$50,000$30,050.64$22,000), one in GBP equal to USD 21,956 and one in FR equal to USD 1,993.36",52C1_132862_19350710_02.pdf,PJN00578;PJN00579;PJN00580;PJN00581;PJN00582;PJN00583;PJN00584;PJN00585;PJN00586;PJN00587;PJN00588;PJN00589;PJN00590;PJN00591;PJN00592;PJN00593;PJN00594;PJN00595;PJN00596;PJN00597;PJN00598;PJN00599;PJN00600;PJN00601;PJN00602;PJN00603;PJN00604;PJN02485;,,,,,
ACQ146,"Contini Bonacossi, Alessandro, October 10, 1935 [1]",NAM0267,Contini Bonacossi,10/10/1935,1935,1935,1939,"Florence, Italy","Florence, Italy",11,"$205,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Invoiced to SHK not the foundation. the seller name is now Contini Bonacossi. Two versions, one presents prices annotated in pencil. information on conditions, provenance, frames. Paid in 9 installments.",52C1_132862_19351010_01.pdf,PJN00605;PJN00606;PJN00607;PJN00608;PJN00609;PJN00610;PJN00611;PJN00612;PJN00613;PJN00614;PJN00615,,,,,
ACQ147,"Contini Bonacossi, Alessandro, June 16, 1937",NAM0267,Contini Bonacossi,06/16/1937,1937,1935,1939,"New York, NY","New York, New York",44,"$322,000.00",06/16/1937,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation. Three versions.with different annotations.,52C1_132862_19370616.pdf,PJN00631;PJN00632;PJN00633;PJN00634;PJN00635;PJN00636;PJN00637;PJN00638;PJN00639;PJN00640;PJN00641;PJN00642;PJN00643;PJN00644;PJN00645;PJN00646;PJN00647;PJN00648;PJN00649;PJN00650;PJN00651;PJN00652;PJN00653;PJN00654;PJN00655;PJN00656;PJN00657;PJN00658;PJN00659;PJN00660;PJN00661;PJN00662;PJN00663;PJN00664;PJN00665;PJN00666;PJN00667;PJN00668;PJN00669;PJN00670;PJN01185;PJN01628;PJN02387;PJN02388;,,,,,
ACQ148,"Contini Bonacossi, Alessandro, June 18, 1937 ",NAM0267,Contini Bonacossi,06/18/1937,1937,1935,1939,"New York, NY","New York, New York",14,"$410,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to Samuel Kress. two versions,52C1_132862_19370618.pdf,PJN00671;PJN00672;PJN00673;PJN00674;PJN00675;PJN00676;PJN00677;PJN00678;PJN00679;PJN00680;PJN00681;PJN00682;PJN00683;PJN02389,,,,,
ACQ149,"Contini Bonacossi, Alessandro, June 29, 1937 ",NAM0267,Contini Bonacossi,06/29/1937,1937,1935,1939,"New York, NY","New York, New York",9,"$32,000.00",06/29/1937,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132862_19370629.pdf,PJN00685;PJN00686;PJN00687;PJN00688;PJN00689;PJN00690;PJN00691;PJN00692;PJN01184,,,,,
ACQ150,"Contini Bonacossi, Alessandro, October 20, 1937 ",NAM0267,Contini Bonacossi,10/20/1937,1937,1935,1939,"Paris, France","Paris, France",12,"$219,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to Kress. three versions. one is handwritten by ACB,52C1_132862_19371020.pdf,PJN00693;PJN00694;PJN00695;PJN00697;PJN00698;PJN00699;PJN00700;PJN00701;PJN00702;PJN00703;PJN00704;PJN01274,,,,,
ACQ151,"Contini Bonacossi, Alessandro, September 16, 1938 [1]",NAM0267,Contini Bonacossi,09/16/1938,1938,1935,1939,"Munich, Germany","Munich, Germany",29,"$150,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"K1161 handwritten on Contini invoice copy with restoration notes below group total price.  No price indicated for this object.invoiced to Kress Foundation. two versions. one with prices annotated in pencil reports the information reported in the purch note field. this copy reports 28 objects, while the other two 27.",52C1_132862_19380916_01.pdf,PJN00705;PJN00706;PJN00707;PJN00708;PJN00709;PJN00710;PJN00711;PJN00712;PJN00713;PJN00714;PJN00715;PJN00716;PJN00717;PJN00718;PJN00719;PJN00721;PJN00722;PJN00723;PJN00724;PJN00725;PJN00726;PJN00727;PJN00728;PJN00729;PJN00730;PJN00731;PJN01276;PJN01861;PJN02494,,,,,
ACQ152,"Contini Bonacossi, Alessandro, September 1, 1939 [1]",NAM0267,Contini Bonacossi,09/01/1939,1939,1935,1939,"Florence, Italy","Florence, Italy",70,"$275,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation. three versions. ,52C1_132862_19390901_01.pdf,PJN00732;PJN00733;PJN00734;PJN00735;PJN00736;PJN00737;PJN00738;PJN00739;PJN00740;PJN00741;PJN00742;PJN00743;PJN00744;PJN00745;PJN00746;PJN00747;PJN00748;PJN00749;PJN00750;PJN00751;PJN00752;PJN00753;PJN00754;PJN00755;PJN00756;PJN00757;PJN00758;PJN00759;PJN00760;PJN00761;PJN00762;PJN00763;PJN00764;PJN00765;PJN00766;PJN00767;PJN00768;PJN00769;PJN00770;PJN00771;PJN00772;PJN00773;PJN00774;PJN00775;PJN00776;PJN00777;PJN00778;PJN00779;PJN00780;PJN00781;PJN00782;PJN00783;PJN00784;PJN00785;PJN00786;PJN00787;PJN00788;PJN00789;PJN00790;PJN00791;PJN00792;PJN00793;PJN00794;PJN00795;PJN00796;PJN00797;PJN00798;PJN00799;PJN01278;PJN01715;PJN02397;PJN02398,,,,,
ACQ153,"Contini Bonacossi, Alessandro, September 1, 1939 [2]",NAM0267,Contini Bonacossi,09/01/1939,1939,1935,1939,"Florence, Italy","Florence, Italy",24,"$167,500.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to Sam Kress. two versions.,52C1_132862_19390901_02.pdf,PJN00800;PJN00801;PJN00802;PJN00803;PJN00804;PJN00805;PJN00806;PJN00807;PJN00808;PJN00812;PJN00813;PJN00815;PJN00816;PJN00817;PJN00818;PJN00819;PJN00820;PJN00821;PJN00822;PJN00823;PJN02390;PJN02391,,,,,
ACQ154,"Contini Bonacossi, Alessandro, March 13, 1941 [1]",NAM0267,Contini Bonacossi,03/13/1941,1941,1940,1944,"1 Pratello Orsini, Florence, Italy","Florence, Italy",15,"$80,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,note with experts initials attributions for each paintings.invoiced to the Foundation. two version with annotations,52C1_132862_19410313_01.pdf,PJN00824;PJN00825;PJN00826;PJN00827;PJN00828;PJN00829;PJN00830;PJN00831;PJN00832;PJN00833;PJN00834;PJN00835;PJN00836;PJN00837;PJN00838,,,,,
