Master Acq Object Join Data : Table 1

AcqObjJoin_ID,AcqObjJoin_Type,AcqObjJoin_PriceUSD,AcqObjJoin_CreditUSD,AcqObjJoin_ReturnUSD,AcqObjJoin_Attribution,AcqObjJoin_AttributionArtistNameID,AcqObjJoin_InternalNote,AcqObjJoin_RelatedObjectID,AcqObjJoin_RelatedAcquisitionID,
PJN01054,Purchase,"$29,000.00",,,Acquired as Portrait of Countess de Fries by Elisabeth Louise Vigée-Lebrun,NAM1227,,2976,ACQ171,
PJN01055,Purchase,"$33,000.00",,,Acquired as Cupid by Edme Bouchardon,NAM0160,,620,ACQ171,
PJN01056,Purchase,,,,Acquired as Louis XIV by Antoine Coysevox,NAM0280,"K1841 and K1842 purchased for $25,000.",1282,ACQ172,
PJN01057,Purchase,,,,"Acquired as Philippe, Duc d'Orleans by Antoine Coysevox",NAM0280,"K1841 and K1842 purchased for $25,000.",1297,ACQ172,
PJN01058,Purchase,"$79,000.00",,,"Acquired as Giuseppe Balsamo, Comte di Cagliostro by Jean-Antoine Houdon",NAM0544,,979,ACQ173,
PJN01059,Purchase,"$68,000.00",,,Acquired as Portrait of Hubert Robert by Jean-Honoré Fragonard,NAM0405,,1720,ACQ173,
PJN01060,Purchase,"$8,000.00",,,Acquired as Cupid by Giovanni Bologna,NAM0470,,3143,ACQ173,
PJN01061,Purchase,"$11,000.00",,,Acquired as St. Andrew by Andrea Bregno,NAM0169,,3154,ACQ174,
PJN01062,Purchase,"$17,000.00",,,"Acquired as The Holy Trinity by French, circa 1300",NAM0418,,3187,ACQ175,
PJN01063,Purchase,"$13,000.00",,,"Acquired as St. Christopher by French, 15th century",NAM0419,,3188,ACQ175,
PJN01064,Purchase,"$55,000.00",,,Acquired as Virgin and Child by Rossellino or Benedetto da Maiano,NAM1033,,1337,ACQ175,
PJN01065,Purchase,"$15,000.00",,,Acquired as Charity by Giovanni di Balduccio,NAM0475,,480,ACQ175,
PJN01066,Purchase,,,,Acquired as Musician Angel with Tambourine by Andrea Orcagna,NAM0884,"$50,000 paid for K1978 and K1979.",246,ACQ175,
PJN01067,Purchase,,,,Acquired as Musician Angel with Hand Organ by Andrea Orcagna,NAM0884,"$50,000 paid for K1978 and K1979.",245,ACQ175,
PJN01068,Purchase,,,,Acquired as Justice by Bonino da Campione,NAM0152,"$50,000 paid for K1980 and K1981.",1193,ACQ175,
PJN01069,Purchase,,,,Acquired as Prudence by Bonino da Campione,NAM0152,"$50,000 paid for K1980 and K1981.",1739,ACQ175,
PJN01070,Purchase,"$20,000.00",,,Acquired as Angel of the annunciation by Master of the Mascoli Altar,NAM1361,,244,ACQ175,
PJN01071,Purchase,"$35,000.00",,,Acquired as Louis XIV by Martin Desjardins,NAM1317,,1295,ACQ176,
PJN01072,Purchase,"$7,500.00",,,"Acquired as David Holding the Head of Goliath, attributed to Guido Cagnacci",NAM0194,,3274,ACQ177,
PJN01073,Purchase,"$35,000.00",,,"Acquired as Virgin and Child by French, 14th Century",NAM0418,,2452,ACQ178,
PJN01074,Purchase,"$37,000.00",,,Acquired as Bildnis der Ulmer Patrizierin Schad Von Mittelbiberach by Martin Schaffner,NAM1411,,3336,ACQ179,
PJN01075,Purchase,"$400,000.00",,,Acquired as Adoration of the Magi by Fra Filippo Lippi,NAM0636,"Individual price furnished by Kress list of 1947 and 1948 acquisitions, dated 6/10/1948.",2039,ACQ180,
PJN01076,Purchase,"$150,000.00",,,Acquired as St. George and the Dragon by Sodoma,NAM1112,"Individual price furnished by Kress list of 1947 and 1948 acquisitions, dated 6/10/1948.",1820,ACQ180,
PJN01077,Purchase,"$125,000.00",,,Acquired as Portrait of a Lady by Sebastiano del Piombo,NAM1079,"Individual price furnished by Kress list of 1947 and 1948 acquisitions, dated 6/10/1948.",1726,ACQ180,
PJN01078,Purchase,"$115,000.00",,,Acquired as Pietà by Moretto da Brescia,NAM0822,"Individual price furnished by Kress list of 1947 and 1948 acquisitions, dated 6/10/1948.",1635,ACQ180,
PJN01079,Purchase,"$100,000.00",,,Acquired as The Annunciation with Two Saints by Cosmè Tura,NAM1181,"Individual price furnished by Kress list of 1947 and 1948 acquisitions, dated 6/10/1948.",2066,ACQ180,
PJN01080,Purchase,"$35,000.00",,,Acquired as St. Barbara by Nicolau Chanterene,NAM1313,,1802,ACQ181,
PJN01081,Purchase,,,,Acquired as Madonna and Child by Cosimo Tura,NAM1181,"K1373 and K1374 purchased together for $60,000.",1356,ACQ182,
PJN01082,Purchase,,,,"Acquired as Madonna and Child, the ""Pitti Madonna"" by Andrea Solario",NAM1113,"K1373 and K1374 purchased together for $60,000.",2819,ACQ182,
PJN01083,Purchase,,,,Acquired as Italian Comedians by Antoine Watteau,NAM1243,"1 of 11 objects purchased together for $1,500,000",1130,ACQ183,
PJN01084,Purchase,,,,Acquired as A Game of Hot Cockles by Jean-Honoré Fragonard,NAM0405,"1 of 11 objects purchased together for $1,500,000",41,ACQ183,
PJN01085,Purchase,,,,Acquired as A Game of Horse and Rider by Jean-Honoré Fragonard,NAM0405,"1 of 11 objects purchased together for $1,500,000",40,ACQ183,
PJN01086,Purchase,,,,Acquired as Madame Bergeret by François Boucher,NAM0162,"1 of 11 objects purchased together for $1,500,000",1313,ACQ183,
PJN01087,Purchase,,,,Acquired as The Visit to the Nursery by Jean-Honoré Fragonard,NAM0405,"1 of 11 objects purchased together for $1,500,000",2355,ACQ183,
PJN01088,Purchase,,,,"Acquired as The Annunciation, attributed to Alesso Baldovinetti",NAM0070,"1 of 11 objects purchased together for $1,500,000",2804,ACQ183,
PJN01089,Purchase,,,,Acquired as The Virgin and Child by Lippo Memmi,NAM0639,"1 of 11 objects purchased together for $1,500,000",2807,ACQ183,
PJN01090,Purchase,,,,Acquired as Madonna and Child with Saints and Angels by Bernardino Fungai,NAM0426,"1 of 11 objects purchased together for $1,500,000",2806,ACQ183,
PJN01091,Purchase,,,,Acquired as Saint Benedict Orders Saint Maurus to the Rescue of Saint Placidus by Fra Filippo Lippi,NAM0636,"1 of 11 objects purchased together for $1,500,000",1804,ACQ183,
PJN01092,Purchase,,,,Acquired as Allegory of Painting by François Boucher,NAM0162,"1 of 11 objects purchased together for $1,500,000",196,ACQ183,
PJN01093,Purchase,,,,Acquired as Allegory of Music by François Boucher,NAM0162,"1 of 11 objects purchased together for $1,500,000",194,ACQ183,
PJN01094,Purchase,,,,Acquired as Portrait of a Woman by Jean Baptiste Simeon Chardin,NAM0242,"1 of 10 objects purchased together for $1,200,000",1729,ACQ184,
PJN01095,Purchase,,,,Acquired as Portrait of Sylvia by Jean Antoine Watteau,NAM1243,"1 of 10 objects purchased together for $1,200,000",1710,ACQ184,
PJN01096,Purchase,,,,Acquired as The Baptism of Christ by Nicolas Poussin,NAM0967,"1 of 10 objects purchased together for $1,200,000",2085,ACQ184,
PJN01097,Purchase,,,,Acquired as Landscape with Peasants by Louis Le Nain,NAM0617,"1 of 10 objects purchased together for $1,200,000",1222,ACQ184,
PJN01099,Purchase,,,,Acquired as The Herdsman by Claude Lorrain,NAM0658,"Purchased in exchange for  Claude Lorrain's Scene by a Riverside (Kress number 1398), which was acquired from Wildenstein & Co. on December 28, 1944.",2190,ACQ185,
PJN01100,Purchase,,,,Acquired as Scene by a Riverside by Claude Lorraine,NAM0658,"1 of 10 objects purchased together for $1,200,000",5495,ACQ184,
PJN01101,Purchase,"$65,000.00",,,Acquired as Madonna with the Sleeping Child by Florentine 19th Century,NAM0394,Attributed to Michelozzo,1386,ACQ186,
PJN01103,Purchase,"$110,000.00",,,Acquired as Fête Champêtre by Jean-Baptiste Joseph Pater,NAM0918,,768,ACQ186,
PJN01104,Purchase,"$32,500.00",,,Acquired as Still Life with Game by Jean Siméon Chardin,NAM0242,,2017,ACQ187,
PJN01105,Purchase,"$200,000.00",,,Acquired as The Picnic after the Hunt by Nicolas Lancret,NAM0606,,2265,ACQ187,
PJN01106,Purchase,"$125,000.00",,,Acquired as A French Interior by Louis Le Nain,NAM0617,,35,ACQ187,
PJN01107,Purchase,"$90,000.00",,,Acquired as The Old Bridge by Hubert Robert,NAM1015,,2262,ACQ187,
PJN01108,Purchase,"$275,000.00",,,Acquired as Venus of the Doves by Etienne-Maurice Falconet,NAM0365,,2432,ACQ187,
PJN01109,Purchase,,,,Acquired as Episodes from the Life of a Bishop Saint by Master of Saint Giles and Assistant,NAM0722,"K1421 and K1422 purchased together for $777,500.",716,ACQ188,
PJN01110,Purchase,,,,Acquired as The Baptism of Clovis by Master of Saint Giles,NAM0722,"K1421 and K1422 purchased together for $777,500.",2088,ACQ188,
PJN01111,Purchase,"$190,000.00",,,Acquired as Adoration of the Child by Sandro Botticelli,NAM0158,,2331,ACQ189,
PJN01112,Purchase,"$60,000.00",,,Acquired as St. John the Evangelist by Piero di Cosimo (Piero di Lorenzo),NAM0941,,2834,ACQ189,
PJN01113,Purchase,"$55,000.00",,,"Acquired as The Adoration of the Shepherds and the Last Judgement, with the Annunciation, St. John the Baptist and St. Bartholomew by Sano di Pietro",NAM1059,,2835,ACQ189,
PJN01114,Purchase,"$75,000.00",,,"Acquired as Birth, Naming and Circumcision of John the Baptist by Giovanni Baronzio da Ri`mini",NAM0081,,1926,ACQ189,
PJN01115,Purchase,"$50,000.00",,,Acquired as Portrait of a Man by Romanino (Girolamo Romani),NAM1025,,2836,ACQ189,
PJN01116,Purchase,"$55,000.00",,,Acquired as Portrait of a Lady by Bronzino (Angelo di Cosimo di Mariano),NAM0177,,2837,ACQ189,
PJN01117,Purchase,"$65,000.00",,,Acquired as Landscape with Merchants by Claude Lorrain,NAM0658,,1221,ACQ189,
PJN01118,Purchase,"$65,000.00",,,Acquired as Portrait of Queen Christina of Sweden by Sébastien Bourdon,NAM0164,,605,ACQ189,
PJN01119,Purchase,"$135,000.00",,,Acquired as Education of Jupiter by Nicolas Poussin,NAM0967,,749,ACQ189,
PJN01120,Purchase,,,,Acquired as St. Francis [one panel from an altarpiece painted for Santa Croce] by Maso di Banco,NAM1355,"Four panels (K1441-44) and Tapestry Room (K1445) purchased for a combined $500,000.",2841,ACQ189,
PJN01121,Purchase,,,,Acquired as St. John the Evangelist [one panel from an altarpiece painted for Santa Croce] by Maso di Banco,NAM1355,"Four panels (K1441-44) and Tapestry Room (K1445) purchased for a combined $500,000.",2839,ACQ189,
PJN01122,Purchase,,,,Acquired as St. Mary Magdalene [one panel from an altarpiece painted for Santa Croce] by Maso di Banco,NAM1355,"Four panels (K1441-44) and Tapestry Room (K1445) purchased for a combined $500,000.",2840,ACQ189,
PJN01123,Purchase,,,,Acquired as St. John the Baptist [one panel from an altarpiece painted for Santa Croce] by Maso di Banco,NAM1355,"Four panels (K1441-44) and Tapestry Room (K1445) purchased for a combined $500,000.",2842,ACQ189,
PJN01124,Purchase,"$110,000.00",,,Acquired as Thetis by Gian Lorenzo Bernini,NAM0121,,76,ACQ190,
PJN01125,Purchase,"$365,000.00",,,Acquired as Giuliano de' Medici by Sandro Botticelli,NAM0158,,971,ACQ190,
PJN01127,Purchase,,,,Acquired as Bacchante and Bacchant by Claude Michel Clodion,NAM0258,"K1645A and B purchased as a single item for $65,000.  
",348,ACQ190,
PJN01129,Purchase,,,,Acquired as Bacchante and Bacchant by Claude Michel Clodion,NAM0258,"K1645A and B purchased as a single item for $65,000.  
",351,ACQ190,
PJN01130,Purchase,"$130,000.00",,,Acquired as Madonna and Child with Saints by Master of Flémalle,NAM1358,,1377,ACQ190,
PJN01131,Purchase,,,,Acquired as Christ Carrying the Cross by Benvenuto di Giovanni,NAM0115,"1647A, B, C, and D purchased together for $175,000.
",511,ACQ190,
PJN01133,Purchase,,,,Acquired as The Crucifixion by Benvenuto di Giovanni,NAM0115,"1647A, B, C, and D purchased together for $175,000.",2116,ACQ190,
PJN01134,Purchase,,,,Acquired as Christ in Limbo by Benvenuto di Giovanni,NAM0115,"1647A, B, C, and D purchased together for $175,000.",519,ACQ190,
PJN01135,Purchase,,,,Acquired as The Resurrection by Benvenuto di Giovanni,NAM0115,"1647A, B, C, and D purchased together for $175,000.",2284,ACQ190,
PJN01136,Purchase,"$150,000.00",,,Acquired as The Feast of Herod and the Beheading of Saint John the Baptist by Benozzo Gozzoli,NAM0494,,2171,ACQ190,
PJN01137,Purchase,"$175,000.00",,,Acquired as Pope Pius VII in the Sistine Chapel by Jean-Auguste-Dominique Ingres,NAM0550,,1660,ACQ190,
PJN01138,Purchase,"$150,000.00",,,Acquired as Marcotte d'Argenteuil by Jean-Auguste-Dominique Ingres,NAM0550,,1405,ACQ190,
PJN01139,Purchase,"$100,000.00",,,Acquired as Galatea by Robert Le Lorrain,NAM0616,,873,ACQ190,
PJN01140,Purchase,"$150,000.00",,,Acquired as La Rosée by Robert Le Lorrain,NAM0616,,42,ACQ190,
PJN01141,Purchase,"$150,000.00",,,Acquired as Madonna and Child by follower of Andrea Mantegna,NAM0681,,2938,ACQ190,
PJN01142,Purchase,"$55,000.00",,,Acquired as Christ on the Cross with the Virgin and St. John by follower of Lorenzo Monaco,NAM0656,,2939,ACQ190,
PJN01143,Purchase,"$70,000.00",,,Acquired as Calliope by Augustin Pajou,NAM0900,,427,ACQ190,
PJN01144,Purchase,"$70,000.00",,,Acquired as Madonna and Child with Saints and Angels by Luca Signorelli,NAM1097,,1375,ACQ190,
PJN01145,Purchase,"$55,000.00",,,Acquired as A Procurator of Saint Mark's by Jacopo Tintoretto,NAM1166,,81,ACQ190,
PJN01146,Purchase,,,,Acquired as Virgin by George da La Sonnette,NAM1417,"K1963 A and B purchased together for $10,000.",3179,ACQ191,
PJN01147,Purchase,,,,Acquired as St. John the Evangelist by George da La Sonnette,NAM1417,"K1963 A and B purchased together for $10,000.",3180,ACQ191,
PJN01148,Purchase,"$60,000.00",,,Acquired as Don Ramón de Posada y Soto by Francisco José de Goya y Lucientes,NAM0493,,3186,ACQ192,
PJN01149,Purchase,"$40,000.00",,,Acquired as Portrait of a Praying Man by Anonymous,NAM0039,,3243,ACQ193,
PJN01150,Purchase,"$100,000.00",,,Acquired as Madonna and Child by Vittore Carpaccio,NAM0215,,1339,ACQ193,
PJN01151,Purchase,"$50,000.00",,,Acquired as The Presentation of the Virgin by Paolo di Giovanni Fei,NAM0370,,2275,ACQ193,
PJN01152,Purchase,"$230,000.00",,,Acquired as The Emperor Napoleon in His Study at the Tuileries by Jacques-Louis David,NAM0302,,2148,ACQ193,
PJN01153,Purchase,"$75,000.00",,,Acquired as Ceres (Summer) by Antoine Watteau,NAM1243,,468,ACQ193,
PJN01154,Purchase,"$35,000.00",,,Acquired as The Adoration of the Shepherds by studio of Jacopo Tintoretto (Jacopo Robusti),NAM1166,,3244,ACQ193,
PJN01155,Purchase,,,,Acquired as The Swing by Jean-Honoré Fragonard,NAM0405,"$385,000.00 for the pair K2050-K2051",2302,ACQ193,
PJN01156,Purchase,,,,Acquired as Blindman's Buff by Jean-Honoré Fragonard,NAM0405,"$385,000.00 for the pair K2050-K2051",397,ACQ193,
PJN01157,Purchase,"$40,000.00",,,Acquired as Cathedral of Saint John at 's-Hertogenbosch by Pieter Jansz Saenredam,NAM1049,,459,ACQ193,
PJN01158,Purchase,,,,Acquired as Saint Mary Cleophas and Her Family by Bernhard Strigel,NAM1142,"$40,000.00 for the pair K2053[K2054",1873,ACQ193,
PJN01159,Purchase,,,,Acquired as Saint Mary Salome and Her Family by Bernhard Strigel,NAM1142,"$40,000.00 for the pair K2053[K2054",1875,ACQ193,
PJN01160,Purchase,,,,Acquired as Scene from the Life of St. Thomas Aquinas: The Vision of Fra Paolino by Bartolomeo degli Erri,NAM0359,"$25,000.00 for K2055-K2056",3245,ACQ193,
PJN01161,Purchase,,,,Acquired as Scene from the Life of St. Thomas Aquinas: The Debate with the Heretic by Bartolomeo degli Erri,NAM0359,"$25,000.00 for K2055-K2056",3246,ACQ193,
PJN01162,Purchase,"$255,000.00",,,Acquired as Vincenzo Cappello by Titian,NAM1167,,2447,ACQ193,
PJN01163,Purchase,"$244,311.38",,,"Acquired as The Presentation in the Temple by Master of the Prado ""Adoration of the Magi""",NAM0752,,2271,ACQ194,
PJN01164,Purchase,"$73,293.41",,,Acquired as Don Antonio Noriega by Francisco de Goya,NAM0493,,674,ACQ194,
PJN01165,Purchase,"$22,395.21",,,"Acquired as Fortuna by follower of Donatello, Florentine or Sienese 15th Century",NAM1318,,800,ACQ194,
PJN01175,Purchase,"$7,000.00",,,Acquired as Madonna and Child with St. Joseph by Lorenzo Lotto,NAM0660,,5493,ACQ120,
PJN01176,Purchase,"$3,000.00",,,Acquired as Madonna and Child by Girolamo Romanino,NAM1025,Exc. Found. 12/15/1936,2573,ACQ120,
PJN01177,Purchase,"$2,500.00",,,Acquired as Portrait of an Admiral by Dutch School,NAM0039,Credited and returned 2/12/1934,5494,ACQ120,
PJN01178,Purchase,,,,"Acquired as Saint Anthony Distributes All His Goods to the Poor, attributed to Sassetta",NAM1065,"K1367-1372 purchased together for $105,000.",1795,ACQ196,
PJN01179,Purchase,,,,"Acquired as Saint Anthony Leaves the Monastery for Alexandria, attributed to Sassetta",NAM1065,"K1367-1372 purchased together for $105,000.",1796,ACQ196,
PJN01180,Purchase,,,,"Acquired as The Crucifixion, attributed to Bernardo Daddi",NAM0291,"K1367-1372 purchased together for $105,000.",2120,ACQ196,
PJN01181,Purchase,,,,"Acquired as Madonna and Child with Two Angels, attributed to Francesco di Giorgio Martini",NAM0698,"K1367-1372 purchased together for $105,000.",2816,ACQ196,
PJN01182,Purchase,"$12,750.00",,,"Acquired as Portrait Group of Cardinal Giulio de Medici, Giovanni Vespucci and Two Others by Sebastiano del Piombo",NAM1079,,442,ACQ197,
PJN01184,Purchase,,,,Acquired as St. Anthony Abbot by Giusto de'Menabuoi,NAM0788,"K1122A and K1122B purchased together for $1000.
Both items listed on bills of sale 6/16/1937 and 6/29/1937.",2631,ACQ149,
PJN01185,Purchase,,,,Acquired as St. James Major by Dosso Dossi and Assistant,NAM0331,"K1123A-B were bought together for $10,000.00
Both objects listed on bills of sale 6/16/1937 and 6/29/1937.",2633,ACQ147,
PJN01186,Purchase,"$8,000.00",,,Acquired as Resurrection of Christ by Pietro Francavilla (Pierre de Francqueville),NAM0406,,3482,ACQ198,
PJN01187,Purchase,"$8,000.00",,,Acquired as The Nativity by Andrea di Giusto (Andrea di Giusto Manzini),NAM0033,,3484,ACQ198,
PJN01188,Purchase,"$32,500.00",,,Acquired as Portrait of a Lady in White by Moretto da Brescia,NAM0822,,1686,ACQ198,
PJN01189,Purchase,"$28,000.00",,,Acquired as Susanna by Jacopo Tintoretto,NAM1166,,2025,ACQ198,
PJN01190,Purchase,"$32,000.00",,,Acquired as Coronation by Bartolomeo Vivarini (Bartolomeo da Murano),NAM1234,,3485,ACQ198,
PJN01191,Purchase,"$25,000.00",,,Acquired as Bust of Christ by Filippino Lippi,NAM0635,,3486,ACQ198,
PJN01192,Purchase,"$6,000.00",,,Acquired as An Angel by Sassetta,NAM1065,,3487,ACQ198,
PJN01193,Purchase,"$14,000.00",,,Acquired as Venus by Sodoma,NAM1112,,3488,ACQ198,
PJN01194,Purchase,"$50,000.00",,,Acquired as Portrait of a Young Girl by Correggio,NAM0275,,3489,ACQ198,
PJN01195,Purchase,"$25,000.00",,,Acquired as Coronation by Giovanni da Bologna,NAM0470,,3490,ACQ198,
PJN01196,Purchase,"$22,500.00",,,Acquired as St. Paul by Antonio Veneziano,NAM1283,,3491,ACQ198,
PJN01197,Purchase,"$20,000.00",,,"Acquired as Madonna and Child by Ambrogio de Predis, or perhaps Leonardo",NAM0969,,3492,ACQ198,
PJN01198,Purchase,"$15,000.00",,,Acquired as Scenes from the Life of Christ by Pisan School,NAM0039,,3493,ACQ198,
PJN01199,Purchase,"$45,000.00",,,Acquired as Polyptich by Giovanni di Paolo,NAM0478,,3494,ACQ198,
PJN01200,Purchase,"$5,000.00",,,Acquired as An Angel by Moretto da Brescia (Alessandro Bonvicino),NAM0822,,3506,ACQ199,
PJN01201,Purchase,"$13,000.00",,,Acquired as Holy Family and Angels by Cosimo di Lorenzo Rosselli,NAM1032,,2512,ACQ199,
PJN01202,Purchase,"$8,000.00",,,Acquired as Story of Life of St. Apollonia by Neri di Bicci,NAM0847,,2513,ACQ199,
PJN01203,Purchase,"$9,000.00",,,Acquired as Madonna and Child by Niccolò di Pietro Gerini,NAM0861,,2514,ACQ199,
PJN01204,Purchase,"$20,000.00",,,"Acquired as Madonna, Child, Angels by Tommaso Flamberti",NAM0746,,2515,ACQ199,
PJN01205,Purchase,"$21,000.00",,,Acquired as Christ and the Samaritan Woman by Vincenzo Catena,NAM0228,,2516,ACQ199,
PJN01206,Purchase,"$12,000.00",,,Acquired as Saint Clara by Andrea Vanni,NAM1202,,2517,ACQ199,
PJN01207,Purchase,"$12,000.00",,,Acquired as Holy Family by Girolamo del Pacchia,NAM0894,,2518,ACQ199,
PJN01208,Purchase,"$16,000.00",,,Acquired as Madonna and Child by Bartolomeo Veneto,NAM0083,,2519,ACQ199,
PJN01209,Purchase,"$15,000.00",,,Acquired as Madonna and Child by Lippo Memmi,NAM0639,,3507,ACQ199,
PJN01210,Purchase,"$12,000.00",,,Acquired as Madonna and Child by Ambrogio Borgognone,NAM0118,,2521,ACQ199,
PJN01211,Purchase,,,,Acquired as Predella by Francesco Granacci,NAM0496,"K1012 A, B, and C purchased together for $12,000.00.",1923,ACQ199,
PJN01212,Purchase,,,,Acquired as Predella by Francesco Granacci,NAM0496,"K1012 A, B, and C purchased together for $12,000.00.",1924,ACQ199,
PJN01213,Purchase,,,,Acquired as Predella by Francesco Granacci,NAM0496,"K1012 A, B, and C purchased together for $12,000.00.",1925,ACQ199,
PJN01214,Purchase,"$17,000.00",,,Acquired as King David by Moretto da Brescia,NAM0822,,2522,ACQ199,
PJN01215,Purchase,"$14,000.00",,,Acquired as The Crucifixion Between Saint John and Magdalen by Lippo Vanni,NAM1203,,2523,ACQ199,
PJN01216,Purchase,,,,Acquired as Saint by Francesco di Antonio Banchi,NAM0074,"K1015 A and B purchased together for $7,000.00.",2524,ACQ199,
PJN01217,Purchase,,,,Acquired as Saint by Francesco di Antonio Banchi,NAM0074,"K1015 A and B purchased together for $7,000.00.",2525,ACQ199,
PJN01218,Purchase,"$4,000.00",,,Acquired as Story of the Life of Saint Stephen by Lorenzo di Niccolo Gerini,NAM0655,,2526,ACQ199,
PJN01220,Purchase,,,,Acquired as St. Jerome by Alvis Vivarini (Luigi Vivarini),NAM1232,"K1017 and K1018 purchased together for $25,000.00.",2527,ACQ199,
PJN01221,Purchase,,,,Acquired as St. John the Baptist by Alvis Vivarini (Luigi Vivarini),NAM1232,"K1017 and K1018 purchased together for $25,000.00.",2528,ACQ199,
PJN01222,Purchase,"$5,000.00",,,Acquired as John the Baptist Preaching by Giovanni Baronzio,NAM0081,,3508,ACQ199,
PJN01223,Purchase,"$5,000.00",,,Acquired as Madonna and Ecce Homo by Dominico Morone,NAM0825,,3509,ACQ199,
PJN01224,Purchase,"$15,000.00",,,Acquired as Portrait of a Lady as Magdalen by Giampietrino (Giovanni Padrino),NAM0461,,2530,ACQ199,
PJN01225,Purchase,"$18,000.00",,,Acquired as Madonna and Child by Tino di Camaino,NAM1164,,2531,ACQ199,
PJN01226,Purchase,"$17,000.00",,,"Acquired as Madonna, Child, Saints, etc. by Zuan Zorzi Lascaris",NAM1401,,1376,ACQ199,
PJN01227,Purchase,"$5,000.00",,,Acquired as The Deposition by Maestro Esiguo,NAM0021,,2532,ACQ199,
PJN01228,Purchase,"$5,500.00",,,Acquired as Trinity and Saints by Maestro Esiguo,NAM0021,,2533,ACQ199,
PJN01229,Purchase,"$3,000.00",,,Acquired as The Miracle of Moses by Sebastiano Ricci,NAM1002,,2534,ACQ199,
PJN01230,Purchase,"$9,000.00",,,Acquired as Madonna and Child by Cristoforo Caselli,NAM0223,,2535,ACQ199,
PJN01231,Purchase,"$6,000.00",,,Acquired as The Adoration of the Child by Raffaellino del Garbo,NAM0988,,2536,ACQ199,
PJN01232,Purchase,"$3,500.00",,,Acquired as Soldiers Playing Cards by Alessandro Magnasco,NAM0675,,2537,ACQ199,
PJN01233,Purchase,"$12,000.00",,,Acquired as Portrait of Mrs. Curtis by John Singer Sargent,NAM1063,,3510,ACQ199,
PJN01234,Purchase,"$12,000.00",,,Acquired as Crucifix with Saints and Donors by Antoniazzo Romano,NAM0047,,2539,ACQ199,
PJN01235,Purchase,"$8,000.00",,,Acquired as Holy Family by Benvenuto Garofalo (Benvenuto Tisi),NAM0439,,2540,ACQ199,
PJN01236,Purchase,"$10,000.00",,,Acquired as Christ Blessing by Girolamo Romanino,NAM1025,,2541,ACQ199,
PJN01237,Purchase,"$11,000.00",,,Acquired as Family Portrait by Emile Jean Horace Vernet,NAM1218,,2542,ACQ199,
PJN01238,Purchase,"$3,000.00",,,Acquired as Madonna and Child by Sano di Pietro (Ansano di Pietro di Mencio),NAM1059,,2543,ACQ199,
PJN01239,Purchase,"$8,000.00",,,Acquired as Sacred Family by Jacob Jordaens,NAM0576,,2544,ACQ200,
PJN01240,Purchase,,,,Acquired as Scene of Putti by Giuseppe Maria Crespi,NAM0284,"K464 and K465 purchased together for $2,000.",3512,ACQ200,
PJN01241,Purchase,,,,Acquired as Scene of Putti by Giuseppe Maria Crespi,NAM0284,"K464 and K465 purchased together for $2,000.",3513,ACQ200,
PJN01242,Purchase,,,,Acquired as Religious Scene by Gaspare Diziani,NAM0321,"K1040 and K1041 purchased together for $1,500.",2546,ACQ200,
PJN01243,Purchase,,,,Acquired as Religious Scene by Gaspare Diziani,NAM0321,"K1040 and K1041 purchased together for $1,500.",2547,ACQ200,
PJN01244,Purchase,"$2,000.00",,,Acquired as St. Paul by Lorenzo Costa,NAM0277,,3514,ACQ200,
PJN01245,Purchase,"$3,500.00",,,Acquired as Landscape by Jean Baptist Corot,NAM1315,,2548,ACQ200,
PJN01246,Purchase,"$3,000.00",,,Acquired as Adoration of the Magi by Annibale Fontana,NAM0397,,2050,ACQ200,
PJN01247,Purchase,,,,Acquired as Naval Battle of Actium by Neroccio de' Landi,NAM0848,"K438 and K439 purchased together for $25,000.",3495,ACQ201,
PJN01248,Purchase,,,,Acquired as Cleopatra Floating in the Nile Before Antony by Neroccio de' Landi,NAM0848,"K438 and K439 purchased together for $25,000.",3496,ACQ201,
PJN01249,Purchase,"$12,000.00",,,"Acquired as Madonna, Child and Angels by Giovanni di Paolo",NAM0478,,3498,ACQ201,
PJN01250,Purchase,,,,Acquired as Saint by Fra Filippo Lippi,NAM0636,"K441 A, B, C and D purchased together for $20,000.",3499,ACQ201,
PJN01251,Purchase,,,,Acquired as Saint by Filippo Lippi,NAM0635,"K441 A, B, C and D purchased together for $20,000.",3681,ACQ201,
PJN01252,Purchase,,,,Acquired as Saint by Filippo Lippi ,NAM0636,"K441 A, B, C and D purchased together for $20,000.",3500,ACQ201,
PJN01253,Purchase,"$16,000.00",,,Acquired as Madonna and Child by Correggio,NAM0275,,3501,ACQ201,
PJN01254,Purchase,"$20,000.00",,,"Acquired as Madonna, Child and Holy Father by Sassetta",NAM1065,,1383,ACQ201,
PJN01255,Purchase,"$8,000.00",,,Acquired as Tryptich by Pellegrino da Mariano,NAM0921,,3502,ACQ201,
PJN01256,Purchase,"$5,000.00",,,Acquired as The Crucifixion and Angels by Florentine School,NAM0039,,3503,ACQ201,
PJN01257,Purchase,"$12,000.00",,,Acquired as Presentation to the Temple by Jacopo del Casentino (Jacopo Landini),NAM0568,,3504,ACQ201,
PJN01258,Purchase,"$7,000.00",,,Acquired as A Female Saint by Pietro Lorenzetti,NAM0651,,3505,ACQ201,
PJN01259,Purchase,"$10,000.00",,,Acquired as Argonauts by Dosso Dossi,NAM0331,,141,ACQ201,
